id;char;reading;translation;jlpt_level
6683;揺れる;ゆれる;to shake, to sway;1
6684;落る;おちる;to fall, to drop;1
6685;できるだけ;できるだけ;if at all possible, as much as possible;1
6686;悲しい;かなしい;sad, sorrowful;1
6687;中学校;ちゅうがっこう;junior high school pupil;1
6688;ガス;ガス;gas;1
6689;祈る;いのる;"to pray; to wish";1
6690;盛ん;さかん;prosperous, active, thriving;1
6691;アルバイト;アルバイト;part-time job;1
6692;起こす;おこす;to wake (someone) up;1
6693;致す;いたす;-- extra-modest expression for する --;1
6694;噛む;かむ;to bite, to chew;1
6695;赤ちゃん;あかちゃん;baby, infant;1
6696;浅い;あさい;shallow, superficial;1
6697;うそ;嘘;lie;1
6698;小説;しょうせつ;novel;1
6699;親;おや;a parent;1
6700;それに;それに;"moreover; besides";1
6701;西洋;せいよう;the West, Western countries;1
6702;思う;おもう;to think, to feel;1
6703;パート (タイム);パート (タイム);part time (esp. female part time employees);1
6704;時代;じだい;age, period, epoch, era;1
6705;申し上げる;もうしあげる;(humble)to say, to tell;1
6706;～式;～しき;"~ ceremony; ~ style";1
6707;出席;しゅっせきする;attendance;1
6708;～家;～か;person who is specialized in ~;1
6709;迎える;むかえる;"to welcome; to meet; to greet";1
6710;触る;さわる;to touch, to feel;1
6711;建て;～だて;~ storied, separate housing;1
6712;社長;しゃちょう;president of a company;1
6713;動物園;どうぶつえん;zoo;1
6714;捕まえる;つかまえる;to catch, to arrest;1
6715;季節;きせつ;season (in reference to weather);1
6716;寄る;よる;to stop by;1
6717;決まる;きまる;"to be set; fixed (v.i.)";1
6718;開く;ひらく;"to open; to hold (an event)";1
6719;逃げる;にげる;to escape, to run away;1
6720;だから;だから;"so; therefore";1
6721;残念;ざんねん;"regret; regrettable";1
6722;畳;たたみ;tatami mat (Japanese straw mat);1
6723;丁寧;ていねい;polite, courteous, careful;1
6724;地理;ちり;geography;1
6725;さっき;さっき;a little while ago;1
6726;怖い;こわい;scary, frightening;1
6727;包む;つつむ;to wrap, to cover;1
6728;なるべく;なるべく;if possible, as much as possible;1
6729;無理;むり;unreasonable, impossible;1
6730;サンドイッチ;サンドイッチ;sandwich;1
6731;会議室;かいぎしつ;conference room;1
6732;品物;しなもの;goods;1
6733;人形;にんぎょう;doll, figure;1
6734;利用;りよう;use, utilization;1
6735;飾る;かざる;to decorate, to adorn;1
6736;止める;とめる;to stop (something);1
6737;恥ずかしい;はずかしい;ashamed, embarrassed;1
6738;いくら～ても;いくら～ても;however much one may ~;1
6739;用事;ようじ;"business to take care of; tasks; errands";1
6740;ビル;ビル;(abbr.) building;1
6741;けんかする;けんかする;quarrel;1
6742;頑張る;がんばる;to try one's best, to try hard, to persist;1
6743;投げる;なげる;to pitch, to cast away;1
6744;故障;こしょうする;breakdown;1
6745;力;ちから;strength, power;1
6746;受ける;うける;"to take (an examination, interview, etc.); to receive";1
6747;気分;きぶん;feeling, mood;1
6748;間違える;まちがえる;to make a mistake;1
6749;そんな;そんな;such, like that, that sort of;1
6750;星;ほし;star;1
6751;場合;ばあい;case, situation;1
6752;やっと;やっと;at last, finally;1
6753;足りる;たりる;"to be sufficient; to be enough";1
6754;行う;おこなう;"to carry out; to conduct (typically used in written language)";1
6755;ぶどう;ぶどう;grapes;1
6756;無くなる;なくなる;to disappear, to get lost;1
6757;準備;じゅんびする;prepare;1
6758;世界;せかい;world;1
6759;住所;じゅうしょ;"address; place of residence";1
6760;再来月;さらいげつ;the month after next;1
6761;林;はやし;woods, forest;1
6762;倍;ばい;double;1
6763;痩せる;やせる;to lose weight;1
6764;線;せん;line, wire;1
6765;戦争;せんそう;war;1
6766;決める;きめる;to decide (v.t.);1
6767;調べる;しらべる;"to check; to look up; to inquire; to search";1
6768;寝坊;ねぼう;sleeping in late;1
6769;パパ;パパ;papa, daddy;1
6770;光る;ひかる;to shine, to glitter;1
6771;夫;おっと;husband;1
6772;雲;くも;cloud;1
6773;坂;さか;slope, hill;1
6774;～(て) しまう;～(て) しまう;to end up ~;1
6775;飛行場;ひこうじょう;airport;1
6776;柔道;じゅうどう;judo;1
6777;決して;けっして;never;1
6778;事務所;じむしょ;office;1
6779;連絡;れんらく;communication, contact, connection;1
6780;小学校;しょうがっこう;elementary school;1
6781;客;きゃく;guest, customer;1
6782;昔;むかし;"old days; past";1
6783;美しい;うつくしい;beautiful, lovely;1
6784;捨てる;すてる;throw away (trash), dump, discard;1
6785;なさる;なさる;-- honorific expression for する --;1
6786;事;こと;thing(s), matter(s), fact;1
6787;どんどん;どんどん;"quickly and steadily; at a rapid pace";1
6788;試合;しあい;match, game, competition;1
6789;適当;てきとう;fitness, suitability;1
6790;素晴らしい;すばらしい;"wonderful; terrific";1
6791;美術館;びじゅつかん;art gallery, art museum;1
6792;文法;ぶんぽう;grammar;1
6793;終わり;おわり;end;1
6794;壁;かべ;wall;1
6795;一度;いちど;once, one time;1
6796;お礼;おれい;"expression of gratitude; thanking; gift of appreciation; bow";1
6797;親切;しんせつ;kindness;1
6798;知らせる;しらせる;to notify;1
6799;歯医者;はいしゃ;dentist;1
6800;熱心;ねっしん;enthusiasm;1
6801;始める;はじめる;to start, to begin;1
6802;もらう;もらう;to receive;1
6803;泣く;なく;to cry;1
6804;治る;なおる;"to get better; to recover from illness (v.i.)";1
6805;熱;ねつ;fever, temperature;1
6806;お祭り;おまつり;festival;1
6807;水道;すいどう;water service, water line;1
6808;匂い;におい;odor, smell;1
6809;ベル;ベル;bell;1
6810;赤ん坊;あかんぼう;baby;1
6811;おかしい;おかしい;"strange; odd; funny";1
6812;事故;じこ;accident;1
6813;変;へん;strange, odd;1
6814;辞典;じてん;encyclopedia, reference book;1
6815;残る;のこる;to remain (v.i.), to be left;1
6816;立てる;たてる;to stand (something) up, to erect (something);1
6817;くれる;くれる;to give, to do for;1
6818;～員;～いん;member of ~;1
6819;原因;げんいん;cause, origin, source;1
6820;驚く;おどろく;to be surprised, to be astonished;1
6821;いただく;頂く;"-- extra-modest expression for たべる and のむ; humble expression for もらう --";1
6822;祖母;そぼ;grandmother;1
6823;場所;ばしょ;place, location;1
6824;答;こたえ;answer, response;1
6825;もちろん;もちろん;certainly, of course;1
6826;漬ける;つける;to soak, to moisten, to pickle;1
6827;受付;うけつけ;reception(ist) desk;1
6828;内;うち;within, inside;1
6829;スクリーン;スクリーン;screen;1
6830;増える;ふえる;to increase, to multiply;1
6831;または;または;or, otherwise;1
6832;けがする;けがする;injury (to animate object), hurt;1
6833;以下;いか;less than, below;1
6834;選ぶ;えらぶ;"to choose; to select";1
6835;～ばかり;～ばかり;just did ~, only;1
6836;心;こころ;heart, mind;1
6837;～だす;～だす;to start doing ~;1
6838;サラダ;サラダ;salad;1
6839;届ける;とどける;to deliver (v.t.);1
6840;あいさつする;挨拶;greet(ing);1
6841;景色;けしき;scenery, landscape;1
6842;確か;たしか;"if I remember correctly; certain, definite";1
6843;ステーキ;ステーキ;steak;1
6844;食料品;しょくりょうひん;foodstuff, groceries;1
6845;森;もり;forest;1
6846;以内;いない;within, less (no more) than;1
6847;予定;よてい;plans, arrangement, schedule;1
6848;オーバー;オーバー;"overcoat; over, exceeding, exaggeration";1
6849;乾く;かわく;to get dry;1
6850;石;いし;stone;1
6851;思い出す;おもいだす;to recall, to remember;1
6852;踊る;おどる;to dance;1
6853;細かい;こまかい;"small; fine, minute";1
6854;塗る;ぬる;to paint, to plaster;1
6855;ご主人;ごしゅじん;(your, her) husband;1
6856;珍しい;めずらしい;unusual, rare;1
6857;用;よう;errand, task, business (to take care of);1
6858;公務員;こうむいん;government worker, public servant;1
6859;お嬢さん;おじょうさん;(someone's) daughter (polite);1
6860;用意;ようい;preparation;1
6861;探す;さがす;to search, to seek, to look for;1
6862;形;かたち;shape;1
6863;運転;うんてんする;driving;1
6864;すっかり;すっかり;all, completely;1
6865;アナウンサー;アナウンサー;announcer;1
6866;お土産;おみやげ;souvenir;1
6867;消しゴム;けしゴム;eraser;1
6868;旅館;りょかん;a Japanese inn;1
6869;海岸;かいがん;coast, seashore;1
6870;寂しい;さびしい;lonely, lonesome;1
6871;火;ひ;fire;1
6872;育てる;そだてる;"to raise (v.t.); to bring up";1
6873;味噌;みそ;miso, bean paste;1
6874;お祝い;おいわい;congratulation, celebration;1
6875;乗り物;のりもの;vehicle;1
6876;案内;あんないする;information, guidance;1
6877;通う;かよう;"to go back and forth; to commute";1
6878;連れる;つれる;to lead, to take (a person);1
6879;技術;ぎじゅつ;technique, technology, skill;1
6880;小鳥;ことり;small bird;1
6881;下宿;げしゅく;lodging, boarding house;1
6882;ジャム;ジャム;jam;1
6883;招待;しょうたいする;invitation;1
6884;鏡;かがみ;mirror;1
6885;はず;はず;it should be so;1
6886;法律;ほうりつ;law;1
6887;進む;すすむ;to advance, to proceed;1
6888;楽む;たのしむ;to enjoy;1
6889;貿易;ぼうえき;trade;1
6890;反対;はんたい;oppose, opposition, resistance;1
6891;おる;おる;-- extra-modest expression for いる --;1
6892;申す;もうす;-- extra-modest (humble) expression for 言う (いう) --;1
6893;試験;しけん;an exam;1
6894;真面目;まじめ;diligent, serious;1
6895;ごらんになる;;-- honorific expression for みる --;1
6896;店員;てんいん;"clerk; shop-employee";1
6897;泊まる;とまる;to stay (over night) (v.i.);1
6898;よろしい;よろしい;(hon.) good, OK, all right;1
6899;今夜;こんや;this evening, tonight;1
6900;おつり;おつり;"change; balance of money returned to the purchaser";1
6901;チェックする;チェックする;check;1
6902;会話;かいわ;conversation;1
6903;空気;くうき;air, atmosphere;1
6904;交通;こうつう;traffic, transportation;1
6905;ワープロ;ワープロ;word processor;1
6906;喜ぶ;よろこぶ;to rejoice, to be delighted, to be glad;1
6907;急行;きゅうこう;express train or bus;1
6908;皆;みな;everyone;1
6909;味;あじ;flavor, taste;1
6910;空港;くうこう;airport;1
6911;手袋;てぶくろ;glove(s);1
6912;校長;こうちょう;principal, headmaster;1
6913;ごちそう;ごちそう;feast, treating (someone);1
6914;踊り;おどり;dance;1
6915;興味;きょうみ;interest (in something);1
6916;引っ越す;ひっこす;to move to a new place of residence;1
6917;冷房;れいぼう;cooling, air conditioning;1
6918;都合;つごう;circumstances, convenience;1
6919;遠慮;えんりょする;restraint, reserve, hesitate;1
6920;亡くなる;なくなる;to pass away;1
6921;科学;かがく;science;1
6922;はっきり;はっきり;clearly, distinctly;1
6923;差し上げる;さしあげる;-- humble expression for あげる --;1
6924;気持ち;きもち;feeling, sensation, mood;1
6925;祖父;そふ;grandfather;1
6926;港;みなと;harbor, port;1
6927;予約;よやく;reservation;1
6928;凄い;すごい;terrific, great;1
6929;入学;にゅうがくする;entry to school or university;1
6930;片付ける;かたづける;to (clean) tidy up (v.t.), to put away;1
6931;写す;うつす;"to copy (v.t.); to photograph";1
6932;パソコン;パソコン;(personal) computer;1
6933;部長;ぶちょう;department (division) manager;1
6934;火事;かじ;fire;1
6935;足す;たす;to add (numbers);1
6936;教会;きょうかい;church;1
6937;彼ら;かれら;they (usually male);1
6938;いっぱい;一杯;full, to the utmost;1
6939;アメリカ;アメリカ;America, U.S.A.;1
6940;男性;だんせい;"man; male";1
6941;理由;りゆう;reason;1
6942;生産;せいさんする;"production; to produce";1
6943;着物;きもの;"kimono; Japanese traditional dress";1
6944;おもちゃ;おもちゃ;a toy;1
6945;暮れる;くれる;to get dark, to come to an end;1
6946;釣る;つる;to fish;1
6947;～ちゃん;～ちゃん;suffix for familiar (female) person;1
6948;打つ;うつ;to hit, to strike;1
6949;あんな;あんな;such, like that;1
6950;謝る;あやまる;to apologize;1
6951;昼間;ひるま;daytime, during the day;1
6952;教育;きょういく;education;1
6953;女性;じょせい;woman;1
6954;米;こめ;uncooked rice;1
6955;邪魔;じゃま;hindrance, intrusion;1
6956;国際;こくさい;international;1
6957;隅;すみ;corner;1
6958;伺う;うかがう;humble form of 行く (いく), 聞く (きく) and 来る (くる);1
6959;再来週;さらいしゅう;the week after next;1
6960;夢;ゆめ;a dream;1
6961;喉;のど;throat;1
6962;最近;さいきん;recently, nowadays, in recent years, most recent, latest;1
6963;周り;まわり;surroundings;1
6964;歴史;れきし;history;1
6965;不便;ふべん;inconvenience;1
6966;血;ち;blood;1
6967;～続ける;～つづける;to continue doing ~;1
6968;毛;け;hair, fur;1
6969;ひどい;ひどい;terrible, awful, unfair, cruel;1
6970;例えば;たとえば;for example, e.g.;1
6971;中々;なかなか;very, considerably, quite;1
6972;随分;ずいぶん;extremely;1
6973;～やすい;～やすい;easy to do ~;1
6974;押し入れ;おしいれ;closet;1
6975;電灯;でんとう;electric light;1
6976;叱る;しかる;to scold;1
6977;サンダル;サンダル;sandal;1
6978;びっくりする;びっくりする;to be surprised;1
6979;うまい;うまい;"delicious; skillful; fortunate";1
6980;変える;かえる;to change, to alter, to vary;1
6981;講堂;こうどう;auditorium;1
6982;子;こ;child;1
6983;沸かす;わかす;to boil;1
6984;レジ;レジ;register;1
6985;しばらく;しばらく;little while;1
6986;特に;とくに;particularly;1
6987;空く;あく;to open, to become empty (vacant);1
6988;計画;けいかくする;plan, project, schedule;1
6989;通り;とおり;~ Street, ~ Avenue;1
6990;下着;したぎ;underwear;1
6991;経済;けいざい;economics, finance, economy;1
6992;こう;こう;like this, this way;1
6993;是非;ぜひ;"certainly, by all means; without fail";1
6994;裏;うら;reverse side, back;1
6995;為;ため;good, advantage, in order to;1
6996;おいでになる;おいでになる;(hon.) to be;1
6997;変わる;かわる;to change (v.i.), to be transformed, to vary;1
6998;以外;いがい;other than, with the exception of, excepting;1
6999;済む;すむ;to finish, to end;1
7000;ハンバーグ;ハンバーグ;hamburger steak;1
7001;市;し;city;1
7002;引き出し;ひきだし;drawer;1
7003;遊び;あそび;play;1
7004;支度;したくする;preparation;1
7005;～始める;～はじめる;to start doing ~;1
7006;見える;みえる;"to be visible; -- polite verb meaning 来る (くる) --";1
7007;十分;じゅうぶん;enough;1
7008;音;おと;sound, note;1
7009;きっと;きっと;surely, definitely, undoubtedly, certainly;1
7010;まず;まず;first (of all), to start with;1
7011;遠く;とおく;far away, distant;1
7012;大体;だいたい;"approximately; in most cases; in general; to begin with (same as もともと)";1
7013;折れる;おれる;"to break, to be folded, to give in; to turn (a corner)";1
7014;正しい;ただしい;correct;1
7015;輸入;ゆにゅう;import;1
7016;返事;へんじ;reply, answer;1
7017;都;と;metropolitan;1
7018;産業;さんぎょう;industry;1
7019;伝える;つたえる;"to convey (a message); to tell, to report";1
7020;お金持ち;"かねもち; おかねもち";rich person;1
7021;説明;せつめい;explanation;1
7022;島;しま;island;1
7023;道具;どうぐ;tool;1
7024;滑る;すべる;to slide, to slip;1
7025;それほど;それほど;"to that degree; extent";1
7026;以上;いじょう;"more than; this is all";1
7027;～まま;～まま;as it is;1
7028;特急;とっきゅう;limited express (train faster than an express);1
7029;プレゼント;プレゼント;present, gift;1
7030;～(に) よると;～(に) よると;according to ~;1
7031;妻;つま;wife (humble);1
7032;帰り;かえり;return, coming back;1
7033;具合;ぐあい;condition, state, health;1
7034;"堅; 硬; 固い";かたい;solid, hard, firm;1
7035;駐車場;ちゅうしゃじょう;parking lot;1
7036;スーツ;スーツ;suit;1
7037;危険;きけん;danger, risk, hazard;1
7038;髪;かみ;hair;1
7039;天気予報;てんきよほう;weather forecast;1
7040;彼女;かのじょ;"girlfriend; she";1
7041;間;あいだ;space, interval;1
7042;卒業;そつぎょう;graduation;1
7043;それで;それで;and (conj.), thereupon, because of that;1
7044;枝;えだ;branch, twig;1
7045;専門;せんもん;"major; speciality";1
7046;そろそろ;そろそろ;gradually, soon;1
7047;送る;おくる;to send, to dispatch;1
7048;あげる;あげる;to give;1
7049;騒ぐ;さわぐ;to make noise, to clamor;1
7050;尋ねる;たずねる;to inquire (same as 質問する);1
7051;放送;ほうそうする;broadcasting;1
7052;政治;せいじ;politics;1
7053;市民;しみん;citizen;1
7054;ファックス;ファックス;fax;1
7055;負ける;まける;to lose (a game) (v.i.), to be defeated;1
7056;指輪;ゆびわ;(finger) ring;1
7057;田舎;いなか;rural, countryside;1
7058;見つける;みつける;to discover, to find (v.t.);1
7059;高校生;こうこうせい;high school student;1
7060;講義;こうぎ;a lecture;1
7061;そんなに;そんなに;so much, like that;1
7062;昼休み;ひるやすみ;lunch break, noon recess;1
7063;忘れ物;わすれもの;lost article, something forgotten;1
7064;下りる;おりる;"to get down, to go; come down";1
7065;腕;うで;arm (in reference to body);1
7066;訳;わけ;"reason; explanation";1
7067;承知;しょうちする;consent, acceptance;1
7068;日記;にっき;diary, journal;1
7069;"高校; 高等学校";"こうこう; こうとうがっこう";"high school; senior high school";1
7070;似る;にる;to resemble, to be similar;1
7071;～おわる;～おわる;to finish doing ~;1
7072;暖房;だんぼう;heating;1
7073;留守;るす;"absence; not at home";1
7074;割合;わりあい;rate, ratio, percentage;1
7075;寺;てら;Buddhist temple;1
7076;慣れる;なれる;to grow accustomed to;1
7077;普通;ふつう;"common; usual";1
7078;手伝う;てつだう;to help;1
7079;なるほど;なるほど;"I see; I now understand";1
7080;くださる;くださる;(hon.) to give, to confer;1
7081;息子;むすこ;(humble) son;1
7082;お子さん;おこさん;(someone else's) child (polite);1
7083;会場;かいじょう;venue, meeting place;1
7084;笑う;わらう;to laugh, to smile;1
7085;運ぶ;はこぶ;to transport, to carry;1
7086;文学;ぶんがく;literature;1
7087;光;ひかり;light;1
7088;お見舞い;おみまい;calling on someone who is ill, visit;1
7089;席;せき;a seat;1
7090;～様;～さま;Mr., Mrs., Ms.;1
7091;ご存じ;ごぞんじ;knowing, acquaintance;1
7092;下る;さがる;to descend, to drop, to fall;1
7093;字;じ;"letter; character";1
7094;アジア;アジア;Asia;1
7095;褒める;ほめる;"to praise; to say nice things";1
7096;空く;すく;to be empty (in reference to people), to be less crowded;1
7097;あ;あ;Ah;1
7098;最も;もっとも;most;1
7099;合う;あう;to fit, to match;1
7100;～代;～だい;"~ age; period";1
7101;最後;さいご;last, end;1
7102;値段;ねだん;price;1
7103;退院;たいいんする;leaving hospital;1
7104;展覧会;てんらんかい;exhibition;1
7105;久しぶり;ひさしぶり;"it has been a long time; for the first time in a long time";1
7106;カーテン;カーテン;curtain;1
7107;汽車;きしゃ;train (steam);1
7108;遅れる;おくれる;to (be) become late;1
7109;見つかる;みつかる;to be found (v.i.), to be discovered;1
7110;召し上がる;めしあがる;-- honorific form of 食べる (たべる) and 飲む (のむ) --;1
7111;太る;ふとる;to gain weight;1
7112;注射;ちゅうしゃ;injection;1
7113;様;よう;way, manner, kind;1
7114;～おき;～おき;after every ~;1
7115;最初;さいしょ;beginning, first;1
7116;御～;ご～;honorable ~;1
7117;安心;あんしん;peace of mind, relief;1
7118;直る;なおる;to be fixed;1
7119;集める;あつめる;to collect, to gather (v.t.), to assemble;1
7120;直す;なおす;"to correct (v.t.); to fix";1
7121;続く;つづく;to be continued;1
7122;先輩;せんぱい;senior members of a group;1
7123;約束;やくそく;arrangement, appointment, promise;1
7124;世話;せわする;"looking after; to look after";1
7125;近所;きんじょ;neighborhood;1
7126;将来;しょうらい;"(in the) future; prospects";1
7127;億;おく;hundred million;1
7128;数学;すうがく;mathematics;1
7129;文化;ぶんか;culture;1
7130;払う;はらう;to pay;1
7131;習慣;しゅうかん;custom (in reference to culture);1
7132;焼ける;やける;to burn, to be roasted;1
7133;君;きみ;you (informal for men);1
7134;冷える;ひえる;to grow cold, to cool down;1
7135;点く;つく;to be started, to be switched on;1
7136;この間;このあいだ;the other day, recently;1
7137;かっこう;格好;appearance, manner, shape, form, posture;1
7138;かまう;;to mind, to care about, to be concerned about;1
7139;続ける;つづける;to continue, to keep up;1
7140;落す;おとす;to drop, to lose;1
7141;明日;あす;tomorrow;1
7142;出発;しゅっぱつする;departure;1
7143;拝見;はいけんする;(humble) (polite) seeing, look at;1
7144;割れる;われる;to break;1
7145;背中;せなか;back (of body);1
7146;新聞社;しんぶんしゃ;newspaper company;1
7147;いじめる;いじめる;to bully, to torment;1
7148;回る、回す;まわる、まわす;to go around, to revolve;1
7149;～君;～くん;Mr. (junior) ~, master ~;1
7150;おっしゃる;おっしゃる;-- honorific expression for いう --;1
7151;眠い;ねむい;sleepy, drowsy;1
7152;濡れる;ぬれる;to get wet;1
7153;倒れる;たおれる;to collapse, to break down;1
7154;スーパー (マーケット);スーパー (マーケット);supermarket;1
7155;アクセサリー;アクセサリー;accessory;1
7156;考える;かんがえる;"to think (about); to consider";1
7157;向かう;むかう;to face, to go towards;1
7158;自由;じゆう;freedom;1
7159;仕方;しかた;way (of doing something);1
7160;首;くび;neck;1
7161;程;ほど;degree, extent;1
7162;代わり;かわり;substitute, replacement;1
7163;失敗;しっぱい;failure, mistake;1
7164;工業;こうぎょう;(manufacturing) industry;1
7165;移る;うつる;"to move (from a house); to transfer (from a department); to shift";1
7166;スーツケース;スーツケース;suitcase;1
7167;ひげ;ひげ;beard;1
7168;研究室;けんきゅうしつ;"the professor's office; laboratory";1
7169;工場;こうじょう;factory;1
7170;紹介;しょうかい;an introduction;1
7171;"けれど; けれども";"けれど; けれども";but, although;1
7172;舟;ふね;ship, boat;1
7173;動く;うごく;to move;1
7174;～(に) ついて;～(に) ついて;about, concerning;1
7175;コンサート;コンサート;concert;1
7176;虫;むし;insect;1
7177;優しい;やさしい;kind (person), gentle (person), easy (problem);1
7178;"コンピュータ; コンピューター";"コンピュータ; コンピューター";computer;1
7179;植える;うえる;to plant;1
7180;両方;りょうほう;both sides, both parties;1
7181;汚れる;よごれる;to become dirty;1
7182;水泳;すいえい;swimming;1
7183;経験;けいけんする;experience;1
7184;勝つ;かつ;to win;1
7185;砂;すな;sand;1
7186;警察;けいさつ;"police; police station";1
7187;取り替える;とりかえる;to exchange, to replace;1
7188;急ぐ;いそぐ;to hurry, to be in a hurry, to rush;1
7189;簡単;かんたん;simple;1
7190;参る;まいる;humble expression for 行く and 来る;1
7191;全然;ぜんぜん;"not at all; wholly, entirely";1
7192;特別;とくべつ;special;1
7193;復習;ふくしゅう;review (of lessons), revision;1
7194;間に合う;まにあう;to be in time for;1
7195;役に立つ;やくにたつ;to be helpful, to be useful;1
7196;もうすぐ;もうすぐ;"very soon; in a few moments; days";1
7197;真中;まんなか;middle, center;1
7198;戻る;もどる;"to return (v.i.); to come back";1
7199;研究;けんきゅう;study, research, investigation;1
7200;ケーキ;ケーキ;cake;1
7201;草;くさ;grass;1
7202;込む;こむ;to be crowded;1
7203;この頃;このごろ;these days, nowadays;1
7204;訪ねる;たずねる;to visit;1
7205;下げる;さげる;"to lower (v.t.); to hang";1
7206;花見;はなみ;cherry-blossom viewing;1
7207;途中;とちゅう;on the way, midway;1
7208;入院;にゅういんする;hospitalization;1
7209;乗り換える;のりかえる;to transfer (trains), to change (bus, train, etc.);1
7210;別れる;わかれる;to part from, to separate;1
7211;～町;～ちょう;the town of ~;1
7212;安全;あんぜん;safety, security;1
7213;看護婦;かんごふ;(female) nurse;1
7214;見物;けんぶつ;sightseeing;1
7215;相談;そうだんする;consultation;1
7216;ガソリンスタンド;ガソリンスタンド;gas station, service station;1
7217;テニス;テニス;tennis;1
7218;眠る;ねむる;to sleep;1
7219;上がる;あがる;to rise, to go up;1
7220;翻訳;ほんやく;translation;1
7221;食事;しょくじする;meal;1
7222;おかげ;お陰;thanks or owing to;1
7223;娘;むすめ;daughter (humble);1
7224;湯;ゆ;hot water;1
7225;競争;きょうそう;competition, contest;1
7226;会議;かいぎ;"business meeting; conference";1
7227;湖;みずうみ;lake;1
7228;集まる;あつまる;to gather (v.i.), to collect;1
7229;～にくい;～にくい;difficult to do ~;1
7230;生活;せいかつする;"living, life; to live";1
7231;糸;いと;thread;1
7232;関係;かんけい;relation(ship), connection;1
7233;ピアノ;ピアノ;piano;1
7234;～目;～め;"number ~ sequence, ~nd; ~th";1
7235;番組;ばんぐみ;broadcast program;1
7236;急;きゅう;"urgent, sudden; steep";1
7237;棚;たな;shelves, rack;1
7238;木綿;もめん;cotton;1
7239;輸出;ゆしゅつする;export;1
7240;タイプ;タイプ;type, style;1
7241;すり;すり;pickpocket;1
7242;うれしい;嬉しい;"to be happy; to be glad";1
7243;アルコール;アルコール;alcohol;1
7244;ソフト;ソフト;"soft; soft hat; software";1
7245;神社;じんじゃ;Shinto shrine;1
7246;大分;だいぶ;fairly well, to a large extent, considerably, pretty much;1
7247;楽しみ;たのしみ;pleasure, joy;1
7248;趣味;しゅみ;"hobby; pastime";1
7249;電報;でんぽう;telegram;1
7250;家内;かない;(one's own) wife;1
7251;指;ゆび;finger;1
7252;これから;これから;from now on, after this;1
7253;たまに;たまに;occasionally;1
7254;社会;しゃかい;society;1
7255;ああ;ああ;Ah!, Oh!;4
7256;会う;あう;to meet, to see;3
7257;青;あお;blue;5
7258;青い;あおい;blue;5
7259;赤;あか;red;5
7260;赤い;あかい;red;5
7261;明るい;あかるい;"bright (in reference to personality or weather); cheerful";5
7262;秋;あき;fall (season);3
7263;開く;あく;to open, to become open;3
7264;開ける;あける;to open (v.t.);3
7265;上げる;あげる;to raise, to lift;3
7266;朝;あさ;morning;5
7267;朝御飯;あさごはん;breakfast;5
7268;明後日;あさって;day after tomorrow;5
7269;"足; 脚";あし;"foot; leg";5
7270;明日;あした;tomorrow;3
7271;あそこ;あそこ;there, over there, that place;5
7272;遊ぶ;あそぶ;"to play; to spend time pleasantly; to hang out";5
7273;暖かい;あたたかい;warm;1
7274;頭;あたま;head;5
7275;新しい;あたらしい;new;5
7276;あちら;あちら;this way (polite);5
7277;暑い;あつい;hot (in reference to weather), warm;5
7278;熱い;あつい;hot (objects);5
7279;厚い;あつい;kind, warm(hearted), thick, deep;5
7280;あっち;あっち;over there;5
7281;後;あと;"afterwards (later); in the future; the rest; since then";2
7282;あなた;あなた;you;5
7283;兄;あに;(my) older brother (humble);5
7284;姉;あね;(my) older sister (humble);5
7285;アパート;アパート;apartment (abbr.);5
7286;あの;あの;"that over there; like that, that way; um...";4
7287;浴びる;あびる;to bathe, to shower;3
7288;危ない;あぶない;dangerous, critical;5
7289;甘い;あまい;generous, sweet;5
7290;余り;あまり;"not very; surplus";3
7291;雨;あめ;rain;5
7292;飴;あめ;(hard) candy;5
7293;洗う;あらう;to wash;5
7294;在る;ある;to be, to have;3
7295;有る;ある;to be, to have;3
7296;歩く;あるく;to walk;5
7297;あれ;あれ;that one (over there);5
7298;"いい; よい";"いい; よい";good;5
7299;いいえ;いいえ;no, not at all;5
7300;言う;いう;to say;5
7301;家;いえ;house, home;2
7302;いかが;いかが;how, in what way;5
7303;行く;"いく; ゆく";to go;5
7304;いくつ;いくつ;how many, how old;3
7305;いくら;いくら;how much, how many;3
7306;池;いけ;pond;5
7307;医者;いしゃ;"doctor; physician";5
7308;椅子;いす;chair;3
7309;忙しい;いそがしい;busy (people, days);5
7310;痛い;いたい;"hurt; painful; sore";5
7311;一;いち;one;3
7312;一日;いちにち;one day (duration);5
7313;一番;いちばん;best (most), first, number one;3
7314;いつ;いつ;when;2
7315;五日;いつか;"five days; fifth day of the month";3
7316;一緒;いっしょ;together;5
7317;五つ;いつつ;five things;5
7318;いつも;いつも;always, usually, every time, never (with neg. verb);3
7319;犬;いぬ;dog;5
7320;今;いま;now;3
7321;意味;いみ;meaning, significance;5
7322;妹;いもうと;younger sister (humble);5
7323;嫌;いや;disagreeable, detestable, unpleasant;3
7324;入口;いりぐち;entrance;5
7325;居る;いる;(humble) to be (animate), to exist;5
7326;要る;いる;to need;5
7327;入れる;いれる;to put in;5
7328;色;いろ;color;5
7329;色々;いろいろ;various;5
7330;上;うえ;above (up, top, etc.), over, on top of;2
7331;後ろ;うしろ;back, behind, rear;3
7332;薄い;うすい;thin, weak;3
7333;歌;うた;a song;5
7334;歌う;うたう;to sing;5
7335;うち;うち;"home; house; my place";3
7336;生まれる;うまれる;to be born;3
